ticker,rank,name,sector,ind,country,cur,P,mcap_usd,tracks,trackA_hits,trackB_hits,pe_ttm,pe_ntm,pe1,pe2,pe_norm,eps_norm,fpeg,peg2y,e_norm,rg1,rg2,ev_ebit_ttm,ev_ebit_norm,ev_ebit_hist_med,fcfy_norm,fcfy_ttm_sbc,roic,wacc,ke,rote_n,ptbv,om_ttm,om_avg,m_norm,cyc2,crit,v_bear,v_base,v_bull,v_pw,epv,mos,bear_dd,epv_ratio,growth_share,n_implied,dur_ev,n2,disp,rv1m_f2,rv3m_f2,r3m,r12m,nd_ebitda,sh_g,sbc_rev,A,B,C,D,E,F,G,H,total,grade,lens1,lens2,both,factor,excl,risk,dflag
OMCL,,"Omnicell, Inc.",Healthcare,Health Information Services,United States,USD,32.99,1.5003,,vsHist,Rev>Px,13.7458,15.4268,14.541,15.7847,65.1075,0.5067,,1.1357,-0.0788,0.044,0.0415,24.0387,47.7661,3257.5737,-0.0083,0.0546,0.0387,0.099,0.1053,,,0.0465,-0.0106,0.0234,중반,1,4.087,10.3903,10.7738,8.9104,7.4704,-0.7299,-0.8761,0.2264,0.1616,26.0,4.0,8.0,0.4641,0.0,-0.0478,-0.1779,0.0739,-0.7401,-0.0146,0.036,0,0,6.0,4,0,7,10,3,30.0,제외,False,False,False,,,,
USPH,,"U.S. Physical Therapy, Inc.",Healthcare,Medical Care Facilities,United States,USD,82.65,1.2334,,,,32.5394,25.6088,28.5197,24.6716,23.3252,3.5434,1.6419,1.9912,0.1286,0.0857,0.0756,20.211,19.6182,21.8531,0.0297,0.044,0.0731,0.0982,0.1099,,,0.0971,0.1109,0.1001,중반,0,7.8287,14.5192,12.8245,12.4229,17.4136,-0.8497,-0.9053,0.2107,-0.4017,26.0,6.0,6.0,0.2448,-0.0265,-0.0184,0.2017,-0.009,3.5637,-0.0084,0.0121,0,4,8.0,5,0,7,6,0,30.0,제외,False,False,False,,데이터 이상: 비지배지분 과다(Up-C 구조 등),순부채/EBITDA>3x,비지배지분 과다(Up-C 구조 등)
MESO,,Mesoblast Limited,Healthcare,Biotechnology,Australia,USD,15.29,1.9855,,,,,,,,,-0.296,,,,0.5711,0.5928,,,,-0.0216,-0.0336,-0.0593,0.0977,0.1007,,,-0.4262,-7.4648,-0.4262,중반,1,0.0,0.0,0.0,0.0,-3.6469,-1.0,-1.0,-0.2385,,26.0,6.0,2.0,,0.0833,0.1375,0.1592,-0.0359,,,0.1837,0,4,4.0,4,0,7,8,3,30.0,제외,False,False,False,,,희석/SBC 과다,
MCS,,Marcus Corporation (The),Communication Services,Entertainment,United States,USD,27.8,0.8571,,,,39.1549,29.0055,21.7754,33.0952,52.5301,0.5292,,0.6724,-0.342,0.0751,0.0271,30.0682,36.3163,38.5242,0.0029,0.0685,0.0403,0.0816,0.0926,,,0.0485,0.0314,0.0401,중반,1,0.0,0.0,0.0,0.0,0.4234,-1.0,-1.0,0.0152,,26.0,3.0,1.0,0.0,,,0.1169,0.7741,2.7072,-0.0122,0.0101,0,0,7.0,5,0,7,8,3,30.0,제외,False,False,False,,,,
SATL,,Satellogic Inc.,Industrials,Aerospace & Defense,United States,USD,5.51,0.8471,,,,22.2133,,,,,-0.082,,,,1.6523,0.3579,,,,-0.0155,-0.056,-0.9589,0.1103,0.1169,,,-0.668,-8.6234,-0.5,중반,1,0.0,0.0,0.0,0.0,-0.6372,-1.0,-1.0,-0.1156,,26.0,4.0,5.0,,,,0.1926,0.6423,,0.5581,0.1648,0,4,6.0,3,0,7,7,3,30.0,제외,False,False,False,,,희석/SBC 과다;매출채권·재고 급증,
GERN,,Geron Corporation,Healthcare,Biotechnology,United States,USD,1.24,0.7967,,,,,,,,,-0.0867,,,,0.2849,0.4473,,,,-0.0391,-0.1722,-0.7515,0.0891,0.0942,,,-0.1725,-351.0173,-0.1725,중반,1,0.0,0.0,0.0,0.0,-0.2455,-1.0,-1.0,-0.198,,26.0,5.0,1.0,,-0.3846,-0.3846,-0.0606,-0.0388,,0.0068,0.1096,0,4,6.0,3,0,7,7,3,30.0,제외,False,False,False,,,희석/SBC 과다;매출채권·재고 급증,
GSAT,,"Globalstar, Inc.",Communication Services,Telecom Services,United States,USD,82.5,10.689,,,,,263.4263,167.3835,334.9574,57402.7551,0.0014,,,-0.5003,0.0601,0.2061,795.8171,43060.2305,10655.1152,-0.0008,0.0478,0.0342,0.109,0.1113,,,0.0479,-0.1226,0.0009,정점 근접,2,0.0,0.0,0.0,0.0,-0.0025,-1.0,-1.0,-0.0,,26.0,5.0,2.0,2.8121,-0.1959,-0.1959,0.028,1.413,0.0201,0.0099,0.0568,0,8,4.0,8,0,0,10,0,30.0,제외,False,False,False,,정점 근접,,
TMDX,,"TransMedics Group, Inc.",Healthcare,Medical Devices,United States,USD,87.0,3.5417,,,fPEG,45.1479,41.8855,57.2327,38.0846,98.4905,0.8833,0.8331,,-0.0675,0.225,0.1793,48.2409,56.9005,63.0688,0.0076,0.0118,0.067,0.1106,0.1228,,,0.1221,-0.1234,0.1035,중반,1,0.0,0.0,0.0,0.0,1.8243,-1.0,-1.0,0.021,,26.0,6.0,9.0,0.5691,-0.0092,-0.3071,0.2712,-0.236,3.6312,0.0037,0.0555,0,8,4.0,5,0,7,6,0,30.0,제외,False,False,False,,가치함정: 컨센서스 급락,순부채/EBITDA>3x,
EDRY,,EuroDry Ltd.,Industrials,Marine Shipping,Greece,USD,51.34,0.1632,,vsHist,Compress,15.9938,8.3457,8.2673,8.3752,87.2144,0.5887,,,-0.0129,0.3241,0.0853,14.1593,27.3545,127.4475,0.0304,0.1011,0.0821,0.0983,0.1234,,,0.2666,0.138,0.138,정점 근접,3,0.0,5.3327,51.1961,15.4654,0.7898,-0.6988,-1.0,0.0154,0.9489,26.0,2.0,1.0,0.0,0.4526,,1.3326,3.1838,2.4741,0.0385,0.0125,0,8,7.0,4,0,0,8,3,30.0,제외,False,False,False,,정점 근접,,
ECVT,,Ecovyst Inc.,Basic Materials,Specialty Chemicals,United States,USD,10.33,1.1308,AB,"FCFy,EV/EBIT,vsHist,vsPeer","fPEG,CAGR+PE",13.0759,12.5694,14.8995,11.8781,12.8928,0.8012,0.4941,0.2548,0.2544,0.4446,0.0281,15.1619,11.7361,17.543,0.0669,0.0547,0.0792,0.0901,0.1084,,,0.1206,0.1558,0.1558,정점 근접,2,2.8821,7.1765,7.2994,6.1336,6.6589,-0.4062,-0.721,0.6446,-0.0856,26.0,2.0,6.0,0.2328,-0.0028,-0.0537,-0.1526,0.1739,2.5001,-0.0489,0.012,0,8,6.0,5,0,0,8,3,30.0,제외,False,False,False,,정점 근접,,
GDRX,,"GoodRx Holdings, Inc.",Healthcare,Health Information Services,United States,USD,3.32,1.1326,,,fPEG,10.375,9.7041,10.9275,9.3159,48.9455,0.0678,0.5609,10.6954,0.0091,0.0024,0.0518,18.3529,19.621,24.4986,0.0253,0.0552,0.0665,0.1009,0.1241,,,0.0954,0.0165,0.0893,중반,1,0.5537,1.5315,1.8352,1.363,0.8963,-0.5895,-0.8332,0.27,0.3424,26.0,4.0,12.0,0.4181,-0.0051,-0.0069,0.1857,-0.1782,1.5162,-0.0255,0.088,0,4,4.0,5,0,7,10,0,30.0,제외,False,False,False,,,,
DERM,,Journey Medical Corporation,Healthcare,Drug Manufacturers - Specialty & Generic,United States,USD,6.5,0.1835,,,,,,,,,-0.2708,,,,0.3155,0.6028,,,,-0.0311,-0.0738,-0.0742,0.111,0.1192,,,-0.0441,-0.2283,-0.0881,중반,1,0.0,0.0,0.0,0.0,-1.5114,-1.0,-1.0,-0.2325,,26.0,5.0,4.0,,0.0,-0.347,-0.0181,-0.0793,-0.0762,0.2159,0.0888,0,4,6.0,3,0,7,7,3,30.0,제외,False,False,False,,가치함정: 컨센서스 급락,희석/SBC 과다;매출채권·재고 급증,
AVTR,,"Avantor, Inc.",Healthcare,Medical Instruments & Supplies,United States,USD,14.76,9.9831,,,,18.0,17.104,18.1516,16.7444,32.6841,0.4516,2.0351,,-0.0103,0.0063,0.0236,27.3498,24.1787,22.5003,0.0191,0.0413,0.0428,0.0851,0.0929,,,0.0745,0.1225,0.0843,중반,0,0.093,4.9855,6.2104,4.0686,2.5754,-0.7243,-0.9937,0.1745,0.367,26.0,4.0,17.0,0.1051,-0.0004,0.0357,0.4358,0.2466,3.7711,-0.0067,0.0065,0,0,11.0,3,0,7,6,3,30.0,제외,False,False,False,,,순부채/EBITDA>3x,
WLDS,,Wearable Devices Ltd.,Technology,Consumer Electronics,Israel,USD,1.64,0.004,,NetCash,,,,,,,-0.1013,,,,,,,,,-0.0634,-1.911,,0.1557,0.1621,,,-12.8779,-86.1071,-0.5,중반,1,0.0,1.4772,0.6943,0.9122,6.9083,-0.4438,-1.0,4.2124,-6.5735,0.0,4.0,0.0,,,,-0.0575,-0.9632,,,1.6862,0,0,2.0,3,10,7,8,0,30.0,제외,True,False,False,,,희석/SBC 과다,
RCUS,,"Arcus Biosciences, Inc.",Healthcare,Biotechnology,United States,USD,26.39,3.3192,,,,,,,,,-0.4697,,,,-0.6847,-0.3455,,,,-0.0153,-0.1621,,0.0893,0.0904,,,-4.1538,-2.2025,-0.5,저점,0,0.0,0.0,0.0,0.0,0.2476,-1.0,-1.0,0.0094,,26.0,2.0,8.0,,,,-0.1487,1.0553,,0.184,0.5385,0,0,6.0,4,0,10,7,3,30.0,제외,False,False,False,,가치함정: 매출 역성장 지속(컨센),희석/SBC 과다;매출채권·재고 급증,
TROX,,Tronox Holdings plc,Basic Materials,Chemicals,United States,USD,4.3,0.6867,,FCFy,,,,,,1706.179,0.0025,,,,0.1347,0.0454,,19.6066,19.8838,0.0626,-0.2636,-0.0175,0.075,0.099,,,-0.0317,0.0979,0.0653,저점,1,0.0,0.0,0.0,0.0,-7.0351,-1.0,-1.0,-1.6361,,26.0,2.0,8.0,,,,-0.3572,0.0644,19.0828,0.0081,0.0072,0,8,4.0,2,0,10,6,0,30.0,제외,False,False,False,,,순부채/EBITDA>3x,
PNRG,,PrimeEnergy Resources Corporati,Energy,Oil & Gas E&P,United States,USD,196.67,0.4666,,,,,23.8089,14.2,31.8236,15.9453,12.334,,,-0.5538,-0.0796,-0.1897,16.6282,12.5321,8.5771,0.0524,0.1045,0.114,0.0917,0.0926,,,0.1535,0.2629,0.2036,저점,1,92.4802,117.9587,91.0782,104.869,147.3226,-0.4668,-0.5298,0.7491,-0.4048,26.0,2.0,1.0,0.0,0.0619,-0.6837,0.1263,0.1405,-0.3132,-0.034,0.0,0,0,2.0,8,0,10,10,0,30.0,제외,False,False,False,,"가치함정: 매출 역성장 지속(컨센),컨센서스 급락,만성 저멀티플+무성장",,
FBIO,,"Fortress Biotech, Inc.",Healthcare,Biotechnology,United States,USD,2.34,0.078,,NetCash,,0.8864,,,,,-1.0545,,,,0.2455,0.4373,,,,-0.3809,1.4806,-1.1946,0.0952,0.1219,,,-0.4286,-2.0878,-0.5,중반,1,0.0,0.0,0.0,0.0,-4.8672,-1.0,-1.0,-2.08,,26.0,5.0,1.0,,,-2.9802,-0.1522,-0.4015,,0.2019,0.1503,0,0,6.0,7,0,7,7,3,30.0,제외,False,False,False,,,희석/SBC 과다;매출채권·재고 급증,
BYRN,,"Byrna Technologies, Inc.",Industrials,Aerospace & Defense,United States,USD,3.62,0.0847,,,,11.5914,,,,,-0.1799,,,,-0.2543,0.0667,,,49.6641,-0.0669,-0.0405,-0.0866,0.1368,0.1388,,,-0.0469,-0.0886,-0.0469,중반,0,0.0,0.0,0.0,0.0,-0.9561,-1.0,-1.0,-0.2641,,26.0,5.0,1.0,,-4.6667,-4.6667,-0.3682,-0.8269,,-0.0528,0.0265,0,0,6.0,5,0,7,9,3,30.0,제외,False,False,False,,,매출채권·재고 급증,
MYO,,Myomo Inc.,Healthcare,Medical Devices,United States,USD,1.64,0.07,,,,,,,,,-0.2491,,,,0.1143,0.1229,,,,-0.1572,-0.1696,-0.7421,0.1135,0.1311,,,-0.2705,-0.4349,-0.3112,중반,1,0.0,0.0,0.0,0.0,-2.3502,-1.0,-1.0,-1.433,,26.0,6.0,3.0,,,,0.5922,0.7615,,0.0268,0.0645,0,0,6.0,4,0,7,10,3,30.0,제외,False,False,False,,,,
IMOS,,ChipMOS TECHNOLOGIES INC.,Technology,Semiconductors,Taiwan,USD,67.37,2.3425,,vsPeer,,,,,,38.3229,1.758,,,,0.2659,0.1641,30.0612,30.0612,16.9174,0.0182,0.0094,0.0781,0.1049,0.1152,,,0.0796,0.0941,0.0796,중반,1,12.7606,15.687,15.7337,14.9671,15.9576,-0.7778,-0.8106,0.2369,-0.0662,26.0,3.0,0.0,,,,0.1128,2.5721,0.4336,-0.0187,0.0011,0,8,2.0,3,0,7,10,0,30.0,제외,False,False,False,,데이터 이상: 매출·시총 단위 불일치,,매출·시총 단위 불일치
CAST,,"FreeCast, Inc.",Communication Services,Broadcasting,United States,USD,1.31,0.0623,,,,,,,,,-0.0044,,,,,5.6605,,,,-0.0035,-0.2054,,0.1154,0.1206,,,-26.8555,-27.1601,-0.5,중반,1,0.0,0.0,0.0,0.0,-0.1498,-1.0,-1.0,-0.1144,,26.0,2.0,1.0,,,,-0.8288,,,0.0,2.8492,0,8,2.0,5,0,7,8,0,30.0,제외,False,False,False,,데이터 이상: 자본잠식,희석/SBC 과다,자본잠식
NEU,,NewMarket Corp,Basic Materials,Specialty Chemicals,United States,USD,889.75,8.1825,,,,,,,,21.3275,41.7184,,,,,,16.4881,16.4942,11.3035,0.0403,0.0579,0.153,0.0795,0.083,,,0.1997,0.1731,0.1996,중반,1,419.3993,483.9759,543.9713,482.8306,469.2053,-0.4573,-0.5286,0.5273,0.0282,26.0,2.0,0.0,,,,0.1223,0.0718,1.2631,-0.0209,0.0,0,0,2.0,11,0,7,10,0,30.0,제외,False,False,False,,,,
CNTB,,Connect Biopharma Holdings Limi,Healthcare,Biotechnology,United States,USD,1.07,0.0674,,NetCash,,,,,,,-0.0176,,,,112.8997,0.7278,,,,-0.0169,-0.9635,,0.12,0.1206,,,-23.8449,-0.8624,-0.5,저점,0,0.0,0.0,0.0,0.0,0.344,-1.0,-1.0,0.3215,,26.0,1.0,7.0,,,,-0.5114,-0.3228,,0.1331,1.4538,0,4,4.0,4,0,10,8,0,30.0,제외,False,False,False,,,희석/SBC 과다,
UPB,,"Upstream Bio, Inc.",Healthcare,Biotechnology,United States,USD,5.19,0.2843,,NetCash,,,,,,,-0.0245,,,,-0.0521,-0.4964,,,,-0.0051,-0.5297,-13.6257,0.1204,0.1206,,,-53.8265,-23.1311,-0.5,저점,0,0.0,0.0,0.0,0.0,4.5499,-1.0,-1.0,0.8767,,26.0,3.0,7.0,,,,-0.2311,-0.6993,,0.0181,4.4652,0,0,6.0,3,0,10,8,3,30.0,제외,False,False,False,,가치함정: 매출 역성장 지속(컨센),희석/SBC 과다,
AUDC,,AudioCodes Ltd.,Technology,Communication Equipment,Israel,USD,10.365,0.2669,,vsPeer,,16.7177,16.4039,16.9918,16.1953,24.4883,0.4233,3.3355,6.7519,0.0243,0.0305,0.0387,17.1794,16.9694,13.5958,0.0267,0.0582,0.0858,0.1154,0.1256,,,0.0576,0.0813,0.0583,중반,1,3.7691,4.3347,4.359,4.1994,4.4573,-0.5949,-0.6364,0.43,-0.0614,26.0,3.0,1.0,0.0,0.0159,0.0159,0.1038,0.073,-1.092,-0.1226,0.0243,0,4,5.5,3,0,7,10,0,29.5,제외,False,False,False,,,,
BLKB,,"Blackbaud, Inc.",Technology,Software - Application,United States,USD,42.89,1.9468,B,,"fPEG,CAGR+PE",9.0105,7.429,8.1773,7.1843,,-0.3015,0.5374,0.4694,0.1583,0.0434,0.0464,13.4803,61.0878,33.0155,0.0037,0.0958,0.1633,0.0922,0.1059,,,0.1979,0.0437,0.0437,정점 근접,2,0.0,0.0,41.323,10.3307,-14.3969,-0.7591,-1.0,-0.3357,2.3936,26.0,5.0,4.0,0.0469,0.0129,0.0177,0.4673,-0.3316,3.5598,-0.0697,0.0785,0,0,9.5,11,0,0,6,3,29.5,제외,False,False,False,,정점 근접,순부채/EBITDA>3x,
KN,,Knowles Corporation,Technology,Electronic Components,United States,USD,36.73,3.1371,B,,"CAGR+PE,Rev>Px",28.4729,23.8371,27.5131,22.7079,55.6425,0.6601,1.1265,1.1507,0.2071,0.1237,0.069,34.8142,39.5238,30.3633,0.0132,0.0112,0.0825,0.1112,0.114,,,0.1465,0.129,0.129,정점 근접,2,4.3448,5.3157,11.5686,6.6362,5.6773,-0.8193,-0.8817,0.1546,0.1445,26.0,4.0,4.0,0.1051,0.0385,0.0555,-0.0829,0.5737,0.778,0.0034,0.0449,0,4,8.5,4,0,0,10,3,29.5,제외,False,False,False,,정점 근접,,
QMCO,,Quantum Corporation,Technology,Computer Hardware,United States,USD,25.97,1.0235,,,fPEG,,40.2123,55.8495,30.9167,,-0.657,0.4986,,0.8065,0.1893,0.1367,,,,-0.0156,-0.0209,,0.1413,0.1421,,,-0.0039,-0.085,-0.0586,정점 근접,2,0.0,0.0,10.3433,2.5858,-1.1816,-0.9004,-1.0,-0.0455,1.4569,26.0,4.0,2.0,0.3333,0.0,0.9535,1.2292,1.7395,-11.0609,3.4809,0.0014,0,4,10.5,4,0,0,8,3,29.5,제외,False,False,False,,정점 근접;데이터 이상: 자본잠식,희석/SBC 과다,자본잠식
ASM,,Avino Silver & Gold Mines Ltd.,Basic Materials,Other Precious Metals & Mining,Canada,USD,6.04,1.0259,B,,"fPEG,CAGR+PE,Compress",23.2308,8.2992,12.5833,7.3659,85.8222,0.0704,0.1172,0.1218,0.6815,0.5958,0.3944,17.9354,54.0084,12.5835,0.0078,0.0126,0.2542,0.1413,0.1421,,,0.4211,0.1398,0.1398,정점 근접,3,1.3311,1.5069,3.2799,1.9062,1.3166,-0.6844,-0.7796,0.218,0.3093,26.0,3.0,1.0,0.0,0.0123,0.0123,-0.0179,0.182,-2.5529,0.1873,0.0372,0,8,5.5,9,0,0,7,0,29.5,제외,False,False,False,,정점 근접,희석/SBC 과다;매출채권·재고 급증,
GEF-B,,"Greif, Inc. Corporation",Consumer Cyclical,Packaging & Containers,United States,USD,111.02,4.2075,,,,23.0847,15.8206,17.4149,15.7923,14.8699,7.4661,1.5398,0.2963,0.1027,0.0995,0.0306,15.3718,13.7481,10.4386,0.0476,0.0495,0.0722,0.0814,0.0887,,,0.0767,0.102,0.0858,중반,0,52.3021,80.4573,81.0556,73.5681,78.3766,-0.3373,-0.5289,0.706,-0.0654,26.0,4.0,2.0,0.0341,0.0676,0.0676,0.1912,0.7947,1.5844,0.2152,0.0,0,4,6.5,1,0,7,8,3,29.5,제외,False,False,False,,,희석/SBC 과다,
WTTR,,"Select Water Solutions, Inc.",Energy,Oil & Gas Equipment & Services,United States,USD,19.29,4.7951,,,,41.2003,30.324,35.8997,28.667,179.618,0.1074,1.2019,1.405,0.2158,0.0939,0.0507,84.9212,88.0727,61.5003,0.0013,-0.0228,0.0359,0.0936,0.0961,,,0.0416,0.0379,0.0401,중반,1,0.1031,0.0,5.026,1.2823,0.9079,-0.9335,-0.9947,0.0471,0.2919,26.0,2.0,4.0,0.4012,0.0339,0.0275,-0.0188,0.7457,1.0803,1.1111,0.0192,0,4,5.5,2,0,7,8,3,29.5,제외,False,False,False,,,희석/SBC 과다,
MOS,,Mosaic Company (The),Basic Materials,Agricultural Inputs,United States,USD,24.37,7.7471,,,fPEG,16.9236,19.5464,61.9834,15.5772,11.8094,2.0636,0.0656,,-0.1698,0.0078,0.04,41.4844,12.3447,11.8595,0.0525,-0.1263,0.0149,0.0792,0.091,,,0.0266,0.1332,0.0895,저점,1,0.0,10.9867,10.1874,8.0402,16.2144,-0.6701,-1.0,0.6653,-1.0167,26.0,4.0,17.0,1.5341,-0.0257,-0.1855,0.0889,-0.31,4.204,-0.0034,0.0025,0,8,4.0,2,0,10,5,0,29.0,제외,False,False,False,,가치함정: 컨센서스 급락,순부채/EBITDA>3x;매출채권·재고 급증,
ATO,,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,United States,USD,156.24,26.4028,,,Rev>Px,18.5779,17.3409,18.4662,17.3203,20.7629,7.525,2.6211,1.7404,0.0996,0.0891,0.1213,19.8991,21.1671,23.8526,0.0455,-0.077,0.0589,0.0788,0.0839,,,0.3697,0.2647,0.3475,중반,1,48.9515,93.9789,143.6724,95.1454,46.1965,-0.391,-0.6867,0.2957,0.5145,8.0,4.0,13.0,0.0321,0.0003,0.0042,-0.1081,-0.0725,3.8379,0.0558,0.0026,0,0,13.0,2,0,7,4,3,29.0,제외,False,False,False,,,순부채/EBITDA>3x;희석/SBC 과다,
YJ,,Yunji Inc. - American Depositor,Consumer Cyclical,Internet Retail,China,USD,1.79,0.0088,,NetCash,,,,,,,-2.6598,,,,,,,,,-1.6868,-2.1435,-0.152,0.076,0.1176,,,-0.4524,-0.1734,-0.3263,저점,0,0.0,0.0,0.0,0.0,-33.5027,-1.0,-1.0,-18.7166,,26.0,1.0,0.0,,,,0.2095,-0.0628,,,0.0009,0,0,4.0,2,0,10,10,3,29.0,제외,False,False,False,,데이터 이상: 매출·시총 단위 불일치,,매출·시총 단위 불일치
AOSL,,Alpha and Omega Semiconductor L,Technology,Semiconductors,United States,USD,27.71,0.8385,,,,,,,,,-0.7066,,,,0.0283,0.1135,,,,-0.0479,-0.1137,-0.0502,0.1391,0.1421,,,-0.0636,-0.0047,-0.0408,저점,1,0.0,0.0,0.0,0.0,0.1083,-1.0,-1.0,0.0039,,26.0,4.0,4.0,,-0.7955,-0.7955,-0.3701,-0.0267,-10.87,0.0073,0.0393,0,0,6.0,1,0,10,9,3,29.0,제외,False,False,False,,,매출채권·재고 급증,
LUNG,,Pulmonx Corporation,Healthcare,Medical Devices,United States,USD,2.0,0.0859,,,,,,,,,-0.8735,,,,0.0006,0.0858,,,,-0.4159,-0.5578,-0.9247,0.0827,0.1026,,,-0.5296,-0.8944,-0.5,중반,1,0.0,0.0,0.0,0.0,-9.7364,-1.0,-1.0,-4.8682,,26.0,6.0,5.0,,,,0.6,0.1494,,0.0504,0.1972,0,0,8.0,3,0,7,8,3,29.0,제외,False,False,False,,,희석/SBC 과다,
FDX,,FedEx Corporation,Industrials,Integrated Freight & Logistics,United States,USD,291.5,68.9894,,,fPEG,,15.5832,16.4545,13.9744,13.6165,21.4078,0.8781,2.1989,0.0709,0.0375,0.0348,14.8907,14.8907,13.2328,0.0468,0.0716,0.0827,0.0854,0.1071,,,0.0699,0.0665,0.0699,중반,0,89.5655,132.1021,133.2075,121.7443,125.4873,-0.5824,-0.6927,0.4305,-0.0307,26.0,4.0,15.0,0.1553,0.0041,-0.0518,-0.0849,0.5211,2.6958,0.0108,0.0019,0,4,6.0,4,0,7,8,0,29.0,제외,False,False,False,,,,
GBX,,"Greenbrier Companies, Inc. (The",Industrials,Railroads,United States,USD,43.04,1.3316,,,fPEG,12.4035,11.4773,14.189,11.4773,21.213,2.0289,0.4858,,-0.2456,-0.2342,0.0854,19.0242,19.0242,11.4458,0.0153,-0.0971,0.0364,0.0847,0.1183,,,0.0587,0.0557,0.0587,중반,0,0.0,0.0,0.0,0.0,-7.6843,-1.0,-1.0,-0.1785,,26.0,4.0,3.0,0.1067,-0.0385,-0.0506,-0.1455,-0.0688,5.8199,-0.0446,0.0064,0,8,4.0,5,0,7,5,0,29.0,제외,False,False,False,,,순부채/EBITDA>3x;매출채권·재고 급증,
TKO,,"TKO Group Holdings, Inc.",Communication Services,Entertainment,United States,USD,189.08,35.7871,B,,"Compress,Rev>Px",65.2,39.0506,40.632,38.4929,58.044,3.2575,7.0271,0.8234,0.0556,0.2289,0.0096,40.2435,41.5488,48.3324,0.0174,0.043,0.1093,0.0818,0.0853,,,0.1882,0.2023,0.1823,중반,1,26.7465,42.7121,51.0777,40.8121,30.0144,-0.7842,-0.8585,0.1587,0.2646,26.0,3.0,9.0,1.0016,-0.0016,0.0085,-0.1241,-0.05,2.8903,-0.6193,0.0253,0,0,7.0,8,0,7,7,0,29.0,제외,False,False,False,,데이터 이상: 비지배지분 과다(Up-C 구조 등),매출채권·재고 급증,비지배지분 과다(Up-C 구조 등)
CDTG,679.0,CDT Environmental Technology In,Industrials,Waste Management,China,USD,1.21,0.0037,A,"FCFy,EV/EBIT",,,,,,3.515,0.3442,,,,,,,7.9428,,0.0975,-0.9953,-0.27,0.0791,0.1176,,,-0.6393,0.1797,0.0671,저점,0,0.0,0.0,0.0,0.0,2.3436,-1.0,-1.0,1.9369,,26.0,2.0,0.0,,,,-0.3632,-0.936,,,0.1177,0,8,2.0,1,0,10,8,0,29.0,제외,True,False,False,,,희석/SBC 과다,
AVA,,Avista Corporation,Utilities,Utilities - Diversified,United States,USD,35.45,2.969,,FCFy,Rev>Px,12.7978,12.9332,13.5638,12.7132,16.3224,2.1719,1.9331,1.5694,0.0824,0.0201,0.0364,17.1737,17.1737,21.6645,0.0797,-0.0546,0.0511,0.0754,0.0826,,,0.1894,0.1388,0.1894,중반,0,6.0861,15.8521,20.5446,14.5837,9.8606,-0.5886,-0.8283,0.2782,0.3239,26.0,4.0,7.0,0.0932,0.0,-0.0008,-0.1513,-0.0577,5.0077,0.0349,0.0047,0,4,8.0,2,0,7,5,3,29.0,제외,False,False,False,,,순부채/EBITDA>3x;매출채권·재고 급증,
KRNT,,Kornit Digital Ltd.,Industrials,Specialty Industrial Machinery,Israel,USD,15.17,0.6518,,NetCash,,50.5667,57.0454,71.5566,53.042,,-0.7359,1.6343,,-0.0395,0.0748,0.0727,,,,-0.0602,-0.0206,-0.1243,0.136,0.1384,,,-0.1854,-0.2796,-0.1854,중반,1,1.2613,5.3336,4.1302,4.0147,4.1658,-0.7354,-0.9169,0.2746,-0.0376,26.0,3.0,5.0,0.6643,0.0438,-0.0467,-0.0554,0.1073,,-0.0508,0.0958,0,0,6.0,3,0,7,10,3,29.0,제외,False,False,False,,,,
ACI,,"Albertsons Companies, Inc.",Consumer Defensive,Grocery Stores,United States,USD,11.7,5.6783,,FCFy,,5.6796,6.4113,6.5269,6.3257,11.3795,1.0282,2.0163,,-0.0789,-0.015,0.0066,37.863,18.6861,12.9901,0.0714,0.083,0.0266,0.075,0.0826,,,0.0067,0.025,0.0136,중반,0,0.0,0.0,0.0,0.0,-6.5739,-1.0,-1.0,-0.5619,,26.0,2.0,17.0,0.2974,-0.0206,-0.249,-0.1391,-0.3337,4.8182,-0.1342,0.0011,0,4,6.0,3,0,7,6,3,29.0,제외,False,False,False,,가치함정: 컨센서스 급락,순부채/EBITDA>3x,
BWEN,,"Broadwind, Inc.",Industrials,Specialty Industrial Machinery,United States,USD,4.32,0.1022,,,,18.7826,,,,,-0.0963,,,,-0.322,0.0414,169.2957,169.2957,17.9207,-0.0155,-0.2032,0.0076,0.126,0.141,,,0.0045,0.0156,0.0045,중반,0,0.0,0.0,0.0,0.0,-0.0225,-1.0,-1.0,-0.0052,,26.0,5.0,2.0,,,,-0.0046,1.1073,0.6907,0.0317,0.0114,0,0,6.0,3,0,7,10,3,29.0,제외,False,False,False,,,,
TC,,Token Cat Limited,Communication Services,Advertising Agencies,China,USD,1.94,0.0513,,,,,,,,,-0.0142,,,,,,,,,-0.008,-0.5982,-0.1694,0.1178,0.1253,,,-5.8235,-0.5434,-0.5,저점,0,0.0,0.0,0.0,0.0,-0.35,-1.0,-1.0,-0.1804,,26.0,1.0,0.0,,,,-0.75,-0.8558,,,4.1486,0,0,4.0,4,0,10,8,3,29.0,제외,False,False,False,,데이터 이상: ADR·주식수 불일치;매출·시총 단위 불일치,희석/SBC 과다,ADR·주식수 불일치;매출·시총 단위 불일치
